orders_id,products_name,products_price,products_quantity
"152848","Raka Sauvignon Blanc","39.0000","6"
"152848","Springfield Life from Stone Sauvignon Blanc","115.0000","6"
"152848","Graham Beck Waterside Chardonnay","55.0000","6"
"152848","Secateurs Chenin Blanc by Adi Badenhorst 2016","79.0000","6"
"152849","Raka Spliced 2014","55.0000","6"
"152849","Thelema Mountain Red 2014","69.0000","6"
"152849","Cloof The Very Sexy Shiraz 2014","70.0000","6"
"152849","Vondeling Cabernet Sauvignon 2014","79.0000","6"
"152850","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152850","Theuniskraal Ixia Cabernet Sauvignon","40.0000","6"
"152850","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152850","Niel Joubert Merlot","69.0000","6"
"152851","Raka Spliced 2014","55.0000","6"
"152851","Waterford Pecan Stream Pebble Hill 2013","69.0000","6"
"152851","Bouchard Finlayson Blanc De Mer 2015","79.0000","12"
"152852","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","18"
"152853","Raka Sauvignon Blanc","39.0000","6"
"152853","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152854","Round House Chardonnay","35.0000","6"
"152854","Round House Cinsault Rose","35.0000","6"
"152854","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152855","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","12"
"152856","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152856","Diemersdal Sauvignon Blanc 2017","65.0000","6"
"152857","Le Bonheur Prima 2013 unlabelled","69.0000","12"
"152857","Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015","65.0000","6"
"152857","Simonsig Adelberg Sauvignon Blanc 2015","39.0000","12"
"152858","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152858","Hacienda Malbec 2014","49.0000","6"
"152858","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152858","Asara Vineyard Collection Shiraz 2012","69.0000","6"
"152858","Simonsig Adelberg Cabernet Merlot 2013","45.0000","6"
"152860","Raka Sauvignon Blanc","39.0000","12"
"152860","Raka Spliced 2014","55.0000","18"
"152860","Klein Steenberg Bordeaux Red 2013","59.0000","6"
"152863","Personalised Mixed Case","724.0000","1"
"152864","Cloof The Very Sexy Shiraz 2014","70.0000","6"
"152864","Pierre Jourdan Tranquille","59.0000","6"
"152865","Paradyskloof Sauvignon Blanc case of 6 bottles","205.2000","23"
"152865","Paradyskloof Red case of 6 bottles","241.5100","15"
"152867","Thelema Mountain Red 2014","69.0000","6"
"152867","Phizante Kraal Sauvignon Blanc 2016","49.0000","6"
"152867","Raka Sauvignon Blanc","39.0000","6"
"152867","Leopards Leap Merlot 2016","49.0000","6"
"152867","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152868","Nitida Roxia Sauvignon Blanc 2016","39.0000","12"
"152868","Raka Spliced 2014","55.0000","6"
"152872","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152872","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152872","Saronsberg Provenance Shiraz 2015","89.0000","6"
"152872","Flagstone Dragon Tree Cape Blend 2014","69.0000","6"
"152873","Hacienda Malbec 2014","49.0000","6"
"152873","Vrede en Lust Jess Rose 2016","60.0000","6"
"152873","Secateurs Rose by Adi Badenhorst","69.0000","6"
"152874","Hacienda Malbec 2014","49.0000","6"
"152874","De Houtvat Cabernet Sauvignon unlabelled 2016","39.0000","6"
"152874","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152874","La Couronne Dry Red Blend NV unlabelled","45.0000","6"
"152875","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"152875","Leopards Leap Merlot 2016","49.0000","6"
"152876","Asara Vineyard Collection Shiraz 2012","69.0000","6"
"152876","Special Cuvee Pinot Noir 2014 unlabelled (First Sighting)","65.0000","6"
"152878","Leopards Leap Merlot 2016","49.0000","12"
"152878","Saronsberg Provenance Shiraz 2015","89.0000","12"
"152878","Buitenverwachting Buiten Blanc 2016","49.0000","12"
"152879","Saronsberg Provenance Shiraz 2015","89.0000","6"
"152879","Diemersdal Sauvignon Blanc 2017","65.0000","6"
"152879","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152880","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"152880","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152880","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152880","Glen Carlou Haven Chardonnay 2014","49.0000","6"
"152882","Vondeling Cabernet Sauvignon 2014","79.0000","12"
"152883","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152890","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152890","Fort Simon Fortress Hill Merlot unlabelled","45.0000","6"
"152890","Fort Simon Fortress Hill Shiraz unlabelled","45.0000","6"
"152890","Raka Spliced 2014","55.0000","6"
"152890","Niel Joubert Cabernet Sauvignon","69.0000","6"
"152894","Round House Shiraz 2015","35.0000","6"
"152894","Cloof Dusty Road Pinotage","30.0000","12"
"152894","Cloof Dusty Road Merlot 2016","30.0000","12"
"152895","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152895","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152896","Thelema Mountain Red 2014","69.0000","36"
"152899","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152899","Raka Spliced 2014","55.0000","6"
"152899","Hoopenburg Bushvine Shiraz 2014","49.0000","6"
"152899","Fleur du Cap Shiraz, Grenache, Cinsault 2015","59.0000","6"
"152901","Personalised Mixed Case","918.0000","1"
"152902","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152902","De Houtvat Cabernet Sauvignon unlabelled 2016","39.0000","6"
"152902","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","12"
"152904","Raka Sauvignon Blanc","39.0000","6"
"152904","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152904","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152904","La Couronne Dry Red Blend NV unlabelled","45.0000","6"
"152907","Cloof Dusty Road Chenin Blanc 2016","29.0000","18"
"152907","Cloof Dusty Road Merlot 2016","30.0000","12"
"152907","Round House Shiraz 2015","35.0000","24"
"152909","Personalised Mixed Case","649.0000","1"
"152911","Leopards Leap Merlot 2016","49.0000","6"
"152911","Glen Carlou Tortoise Hill Red","45.0000","6"
"152911","O'Connell's Sauvignon Blanc 2016","35.0000","6"
"152912","Thelema Mountain Red 2014","69.0000","6"
"152912","Klein Steenberg Bordeaux Red 2013","59.0000","6"
"152913","Personalised Mixed Case","456.0000","1"
"152913","Personalised Mixed Case","356.0000","1"
"152914","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","12"
"152916","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152917","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152917","Glenelly Glass Collection Merlot 2011","59.0000","12"
"152918","Leopards Leap Merlot 2016","49.0000","6"
"152918","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152920","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152920","Fleur du Cap Shiraz, Grenache, Cinsault 2015","59.0000","6"
"152921","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"152921","Hoopenburg Bushvine Merlot 2015","49.0000","6"
"152922","Personalised Mixed Case","532.0000","1"
"152927","Diemersdal Sauvignon Blanc 2017","65.0000","6"
"152927","Raka Sauvignon Blanc","39.0000","6"
"152927","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152927","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152928","Capaia One Flagship Red 2010","110.0000","6"
"152928","Flagstone Dragon Tree Cape Blend 2014","69.0000","6"
"152928","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152928","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"152928","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152932","Tokara Sauvignon Blanc","95.0000","12"
"152938","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","18"
"152939","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","12"
"152941","Kleine Zalze Vineyard Selection Chardonnay - Barrel Fermented","100.0000","12"
"152941","Glen Carlou Pinot Noir","169.0000","12"
"152941","Glen Carlou Chardonnay","125.0000","12"
"152942","Personalised Mixed Case","507.0000","1"
"152943","Personalised Mixed Case","628.0000","1"
"152943","Personalised Mixed Case","820.0000","1"
"152945","Beyerskloof Pinotage","85.0000","30"
"152945","Personalised Label - Blank Horizontal","8.0000","30"
"152946","Flagstone Dragon Tree Cape Blend 2014","69.0000","12"
"152946","Flagstone Truth Tree Pinotage 2015","59.0000","6"
"152946","Vrede en Lust Mocholate Malbec 2016","85.0000","6"
"152946","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152948","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152948","Thelema Mountain Red 2014","69.0000","6"
"152949","Cloof Dusty Road Chenin Blanc 2016","29.0000","6"
"152949","Oude Werf Sauvignon Blanc 2017","35.0000","6"
"152949","Oude Werf Chenin Blanc","30.0000","6"
"152949","Round House Sauvignon Blanc 2017","35.0000","6"
"152949","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"152949","Leeuwenkuil Chenin Blanc","45.0000","6"
"152949","Raka Sauvignon Blanc","39.0000","6"
"152949","La Couronne Chardonnay Unwooded 2016 unlabelled","39.0000","6"
"152950","Le Bonheur Prima 2013 unlabelled","69.0000","12"
"152950","Le Bonheur Tricorne 2012 unlabelled","119.0000","12"
"152951","Round House Shiraz 2015","35.0000","24"
"152951","De Grendel Shiraz","155.0000","6"
"152954","TOP SELLING RED Case","799.0000","1"
"152954","Personalised Mixed Case","842.0000","1"
"152955","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152955","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152955","Leopards Leap Merlot 2016","49.0000","6"
"152955","Theuniskraal Ixia Shiraz 2016","45.0000","6"
"152955","Simonsig Adelberg Cabernet Merlot 2013","45.0000","6"
"152956","Waterford Pecan Stream Chenin Blanc 2016","69.0000","12"
"152956","Raka Spliced 2014","55.0000","6"
"152956","Thelema Mountain Red 2014","69.0000","12"
"152956","Glenelly Glass Collection Merlot 2011","59.0000","12"
"152956","Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015","65.0000","12"
"152956","Snow Mountain The Mistress Pinot Noir 2017","59.0000","6"
"152957","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"152957","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152957","Durbanville Hills Shiraz","75.0000","6"
"152957","Saronsberg Provenance Seismic Rooi","135.0000","6"
"152960","Waterford Pecan Stream Sauvignon Blanc 2016","69.0000","12"
"152960","Lanzerac Sauvignon Blanc 2016","69.0000","6"
"152961","Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015","65.0000","12"
"152961","Lanzerac Sauvignon Blanc 2016","69.0000","6"
"152961","Raka Sauvignon Blanc","45.0000","6"
"152963","Vondeling Cabernet Sauvignon 2014","79.0000","12"
"152966","Bouchard Finlayson Blanc De Mer 2015","79.0000","6"
"152966","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152967","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"152967","Croydon Title Deed Cape Blend 2015","49.0000","6"
"152969","Personalised Mixed Case","532.0000","1"
"152970","Leopards Leap Merlot","59.0000","6"
"152970","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152970","Late Flash-Sale Order","-10.0000","6"
"152972","Round House Shiraz 2015","35.0000","6"
"152972","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"152973","Oude Werf Chenin Blanc","30.0000","12"
"152973","Round House Chardonnay","35.0000","12"
"152974","Gift Voucher - R1000","1000.0000","1"
"152975","Waterford Pecan Stream Sauvignon Blanc 2016","69.0000","12"
"152975","Lanzerac Sauvignon Blanc 2016","69.0000","12"
"152975","Clos Malverne Shiraz 2014","69.0000","12"
"152976","Hacienda Malbec 2014","49.0000","6"
"152976","La Couronne Dry Red Blend NV unlabelled","45.0000","6"
"152976","Paradyskloof Grenaché Rosé 2016","39.0000","6"
"152978","Cloof Dusty Road Merlot 2016","30.0000","6"
"152978","Fort Simon Fortress Hill Merlot unlabelled","45.0000","6"
"152978","Oude Werf Pinotage Rose 2017","30.0000","6"
"152978","O'Connell's Sauvignon Blanc 2016","35.0000","6"
"152978","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"152979","La Vierge Original Sin Sauvignon Blanc 2016","89.0000","6"
"152979","Iona Mr. P Knows Pinot Noir 2016","99.0000","6"
"152980","Nitida Roxia Sauvignon Blanc 2016","39.0000","12"
"152980","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152982","Budget Red || 12 Assorted","525.0000","1"
"152983","Le Bonheur Prima 2013 unlabelled","69.0000","18"
"152987","Louisvale MCC Brut Rose","110.0000","6"
"152987","Rooiberg Brut","59.0000","6"
"152987","Hoopenburg Bushvine Shiraz 2014","49.0000","6"
"152987","Kleine Zalze MCC Brut Non Vintage","109.0000","12"
"152987","Raka Sauvignon Blanc","45.0000","6"
"152987","Phizante Kraal Sauvignon Blanc 2016","49.0000","6"
"152987","Springfield Life from Stone Sauvignon Blanc","115.0000","6"
"152988","Nitida Roxia Sauvignon Blanc 2016","39.0000","24"
"152989","Personalised Mixed Case","468.0000","1"
"152991","Round House Chardonnay","35.0000","6"
"152991","Round House Shiraz 2015","35.0000","12"
"152991","Hoopenburg Bushvine Merlot 2015","49.0000","6"
"152991","Klein Steenberg Bordeaux Red 2013","59.0000","6"
"152993","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152993","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"152993","Theuniskraal Ixia Shiraz","45.0000","6"
"152993","Niel Joubert Merlot","69.0000","6"
"152993","Fort Simon Fortress Hill Shiraz unlabelled","45.0000","6"
"152995","TOP SELLING RED Case","799.0000","1"
"152995","Raka Sauvignon Blanc","45.0000","6"
"152995","Flagstone Poetry Sauvignon Blanc 2016","39.0000","6"
"152997","Thelema Mountain Red 2014","69.0000","12"
"152997","Kleine Zalze MCC Brut Non Vintage","109.0000","18"
"152997","Hoopenburg Bushvine Shiraz 2014","49.0000","24"
"152997","Ken Forrester Petit Chenin 2016","49.0000","36"
"153001","Flagstone Poetry Sauvignon Blanc 2016","39.0000","12"
"153001","Saxenburg Guinea Fowl Red Blend 2014","59.0000","12"
"153002","Personalised Mixed Case","1087.0000","1"
"153005","Cloof Dusty Road Merlot 2016","30.0000","18"
"153006","Paradyskloof Sauvignon Blanc 2016","45.0000","6"
"153006","Raka Sauvignon Blanc","45.0000","12"
"153007","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"153007","Totus Cabernet /Merlot 2015","49.0000","6"
"153007","Hoopenburg Bushvine Chenin Blanc 2016","35.0000","6"
"153007","Round House Sauvignon Blanc 2017","35.0000","6"
"153008","Oude Werf Pinotage Rose 2017","30.0000","6"
"153008","LOUIS COETZEE's CRAFT BEER Case","299.0000","1"
"153009","Phizante Kraal Sauvignon Blanc 2016","49.0000","12"
"153010","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","24"
"153013","Theuniskraal Bouquet Blanc 2017","35.0000","6"
"153013","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"153013","La Couronne Dry Red Blend NV unlabelled","45.0000","6"
"153013","Le Bonheur Prima 2013 unlabelled","69.0000","12"
"153013","Le Bonheur Tricorne 2012 unlabelled","119.0000","12"
"153015","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"153015","Asara Vineyard Collection Sauvignon Blanc 2016","65.0000","6"
"153015","Fort Simon Fortress Hill Shiraz unlabelled","45.0000","12"
"153016","Personalised Mixed Case","503.0000","1"
"153017","Kaapzicht Bin 3 Merlot / Cabernet Sauvignon 2014","73.0000","12"
"153018","Louisvale Stone Road Cabernet Sauvignon 2014","39.0000","6"
"153018","Round House Shiraz 2015","35.0000","6"
"153019","Luxury Red || Assorted","1704.0000","1"
"153019","Diemersdal Sauvignon Blanc","75.0000","6"
"153019","Kleine Zalze Cellar Selection Merlot","79.0000","6"
"153020","Oude Werf Pinotage Rose 2017","30.0000","6"
"153020","Cloof Dusty Road Merlot 2016","30.0000","12"
"153020","Personalised Label - Blank Horizontal","10.0000","18"
"153021","Round House Shiraz 2015","35.0000","36"
"153022","Ken Forrester Petit Chenin 2016","49.0000","18"
"153022","Ken Forrester Petit Pinotage 2015","49.0000","12"
"153022","Waterford Pecan Stream Pebble Hill 2013","69.0000","6"
"153023","Hilton Rose Quartz Viognier 2015","89.0000","6"
"153023","La Couronne Chardonnay Unwooded 2016 unlabelled","39.0000","6"
"153023","Oude Werf Sauvignon Blanc 2017","35.0000","6"
"153023","Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015","65.0000","6"
"153023","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"153023","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"153023","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"153023","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"153025","Round House Sauvignon Blanc 2017","35.0000","24"
"153027","Cloof Dusty Road Merlot 2016","30.0000","12"
"153028","Oude Werf Sauvignon Blanc 2017","35.0000","6"
"153028","Theuniskraal Ixia Sauvignon Blanc Reserve 2016","39.0000","6"
"153029","Moreson Miss Molly Bottle Fermented","105.0000","18"
"153033","Cloof Dusty Road Chenin Blanc 2016","29.0000","6"
"153033","Cloof Dusty Road Merlot 2016","30.0000","6"
"153033","Oude Werf Chenin Blanc","30.0000","6"
"153033","Oude Werf Pinotage Rose 2017","30.0000","6"
"153033","Hoopenburg Bushvine Chenin Blanc 2016","35.0000","6"
"153033","O'Connell's Sauvignon Blanc 2016","35.0000","6"
"153033","Oude Werf Sauvignon Blanc 2017","35.0000","6"
"153033","Riebeek Cellars Chenin Blanc 2016","35.0000","6"
"153034","Le Bonheur Tricorne 2012 unlabelled","119.0000","18"
"153035","Totus Cabernet /Merlot 2015","49.0000","6"
"153035","Raka Spliced 2014","55.0000","6"
"153038","Totus Cabernet /Merlot 2015","49.0000","6"
"153038","Glenelly Glass Collection Merlot 2011","59.0000","6"
"153038","Simonsig Adelberg Cabernet Merlot 2013","45.0000","6"
"153038","Hoopenburg Bushvine Merlot 2015","49.0000","6"
"153038","Totus Cabernet Sauvignon 2015","49.0000","6"
"153039","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"153039","Darling Cellar Bush Vine Sauvignon Blanc","55.0000","12"
"153042","Totus Cabernet /Merlot 2015","49.0000","6"
"153042","Saxenburg Guinea Fowl Red Blend 2014","59.0000","6"
"153042","Vondeling Cabernet Sauvignon","79.0000","3"
"153042","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"153042","Johan Wegner iPhone 6 - 1833","-1336.0000","1"
"153043","De Houtvat Cabernet Sauvignon unlabelled 2016","39.0000","6"
"153043","Cloof Dusty Road Merlot 2016","30.0000","6"
"153045","Le Bonheur Prima 2013 unlabelled","69.0000","12"
"153046","La Couronne Dry Red Blend NV unlabelled","45.0000","12"
"153046","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","12"
"153048","Special Cuvee Pinot Noir 2014 unlabelled (First Sighting)","65.0000","30"
"153048","Oude Werf Chenin Blanc","30.0000","6"
"153048","O'Connell's Sauvignon Blanc 2016","35.0000","6"
"153048","Oude Werf Pinotage Rose 2017","30.0000","6"
"153049","Round House Chardonnay","35.0000","6"
"153049","Round House Shiraz 2015","35.0000","6"
"153049","Cloof Dusty Road Merlot 2016","30.0000","6"
"153050","La Couronne Dry Red Blend NV unlabelled","45.0000","6"
"153050","Fort Simon Fortress Hill Merlot unlabelled","45.0000","6"
"153051","Personalised Mixed Case","886.0000","1"
"153052","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"153052","Personalised Mixed Case","714.0000","1"
"153053","Personalised Mixed Case","495.0000","1"
"153056","Excelsior Cabernet Sauvignon","69.0000","12"
"153056","Rupert & Rothschild Classique 2014","169.0000","6"
"153057","Hermanuspietersfontein Die Bartho 2013","95.0000","6"
"153057","Glen Carlou Haven Chardonnay 2014","49.0000","12"
"153058","La Vierge Anthelia Shiraz 2013","109.0000","6"
"153058","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"153058","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"153058","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"153060","Personalised Mixed Case","517.0000","1"
"153061","Glen Carlou Haven Chardonnay 2014","49.0000","36"
"153062","Round House Shiraz 2015","35.0000","6"
"153062","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"153063","Devil's Peak Pale Ale 340ml","19.0000","6"
"153063","Phizante Kraal Sauvignon Blanc 2016","49.0000","6"
"153064","Raka Sauvignon Blanc","45.0000","6"
"153064","Simonsig Adelberg Sauvignon Blanc 2015","39.0000","6"
"153064","Excelsior Sauvignon Blanc","59.0000","6"
"153065","Oude Werf Chenin Blanc","30.0000","30"
"153065","Round House Shiraz 2015","35.0000","24"
"153066","Simonsig Adelberg Cabernet Merlot 2013","45.0000","12"
"153066","Raka Spliced 2014","55.0000","6"
"153067","Rooiberg Brut","59.0000","6"
"153067","Riebeek Pieter Cruythoff Brut","65.0000","6"
"153068","Theuniskraal Ixia Shiraz","45.0000","6"
"153068","Round House Sauvignon Blanc 2017","35.0000","6"
"153068","Hoopenburg Bushvine Chenin Blanc 2016","35.0000","6"
"153071","Budget Red || 12 Assorted","525.0000","1"
"153072","Nitida Roxia Sauvignon Blanc 2016","39.0000","18"
"153073","TOP SELLING RED Case","799.0000","1"
"153075","Raka Sauvignon Blanc","45.0000","12"
"153075","Asara Vineyard Collection Shiraz 2012","69.0000","24"
"153075","Simonsig Adelberg Cabernet Merlot 2013","45.0000","30"
"153076","Croydon Title Deed Cape Blend 2015","49.0000","6"
"153076","Saxenburg Guinea Fowl Red Blend 2014","59.0000","6"
"153076","Totus Cabernet Sauvignon 2015","49.0000","6"
"153076","Fleur du Cap Shiraz, Grenache, Cinsault 2015","59.0000","1"
"153076","Repairs to iPhone (JG)","-1001.0000","1"
"153077","Hoopenburg Bushvine Shiraz 2014","49.0000","6"
"153077","Clos Malverne Shiraz 2014","69.0000","6"
"153077","Cloof The Very Sexy Shiraz 2014","70.0000","6"
"153077","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"153081","Theuniskraal Prestige Red Blend 2015","45.0000","6"
"153081","Ken Forrester Petit Pinotage 2015","49.0000","6"
"153081","Hoopenburg Bushvine Shiraz 2014","49.0000","6"
"153081","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"153083","Flagstone Truth Tree Pinotage 2015","59.0000","12"
"153083","Oude Werf Sauvignon Blanc 2017","35.0000","12"
"153083","Oude Werf Chenin Blanc","30.0000","6"
"153083","Antebellum Saffronne Rose 2016","49.0000","6"
"153083","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"153084","Personalised Mixed Case","546.0000","1"
"153085","Raka Spliced 2014","55.0000","6"
"153085","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"153087","Flagstone Truth Tree Pinotage 2015","59.0000","12"
"153087","Nitida Roxia Sauvignon Blanc 2016","39.0000","24"
"153088","Theuniskraal Prestige Red Blend 2015","45.0000","6"
"153088","Theuniskraal Ixia Shiraz","45.0000","6"
"153088","Glenelly Glass Collection Merlot 2011","59.0000","6"
"153088","Klein Steenberg Bordeaux Red 2013","59.0000","6"
"153089","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","12"
"153089","Fort Simon Fortress Hill Shiraz unlabelled","45.0000","6"
"153089","Louisvale Stone Road Cabernet Sauvignon 2014","39.0000","6"
"153090","Nitida Roxia Sauvignon Blanc 2016","39.0000","12"
"153090","Raka Sauvignon Blanc","45.0000","12"
"153090","Hacienda Malbec 2014","49.0000","12"
"153090","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","12"
"153094","Diemersdal Matys Red Blend","59.0000","6"
"153094","Glen Carlou Haven Chardonnay 2014","49.0000","6"
"153096","Kloovenburg Barrel Fermented Chardonnay 2015","79.0000","6"
"153096","Cloof Dusty Road Merlot 2016","30.0000","6"
"153097","Vrede en Lust Lady J Syrah 2013","89.0000","6"
"153097","Waterford Pecan Stream Pebble Hill 2013","69.0000","12"
"153098","Fort Simon Fortress Hill Shiraz unlabelled","45.0000","48"
"153099","Clos Malverne Shiraz 2014","69.0000","6"
"153099","Asara Vineyard Collection Shiraz 2012","69.0000","6"
"153099","Flagstone Dragon Tree Cape Blend 2014","69.0000","6"
"153099","Kloovenburg Barrel Fermented Chardonnay 2015","79.0000","12"
"153100","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"153100","Cloof Dusty Road Merlot 2016","30.0000","6"
"153102","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"153102","Asara Vineyard Collection Shiraz 2012","69.0000","6"
"153102","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"153103","Cederberg Bukketraube 2016","75.0000","24"
"153103","Niel Joubert Cabernet Sauvignon","69.0000","6"
"153105","Nitida Roxia Sauvignon Blanc 2016","35.0000","60"
"153106","Cloof The Very Sexy Shiraz 2014","70.0000","12"
"153107","Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015","65.0000","12"
"153108","Le Bonheur Prima 2013 unlabelled","69.0000","12"
"153108","Neil Ellis Sincerely Sauvignon Blanc","49.0000","6"
"153108","La Couronne Dry Red Blend NV unlabelled","45.0000","12"
"153108","Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled","39.0000","6"
"153108","Hoopenburg Bushvine Chenin Blanc 2016","35.0000","6"
"153108","Special Cuvee Pinot Noir 2014 unlabelled (First Sighting)","65.0000","6"
"153113","Glen Carlou Haven Chardonnay 2014","49.0000","6"
"153113","Paradyskloof Red Blend 2015","49.0000","6"
"153113","Round House Sauvignon Blanc 2017","35.0000","12"
"153113","Leeuwenkuil Shiraz","55.0000","6"
"153113","Maison du Cap Mountain View Pinotage 2015","49.0000","6"
"153114","Personalised Mixed Case","732.0000","1"
"153116","Saronsberg Provenance Seismic Rooi","135.0000","6"
"153116","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"153118","Louisvale Stone Road Cabernet Sauvignon 2014","39.0000","12"
"153118","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"153118","Flagstone Poetry Sauvignon Blanc 2016","39.0000","6"
"153119","Ken Forrester Petit Pinotage","49.0000","6"
"153119","Raka Spliced 2014","55.0000","6"
"153119","O'Connell's Sauvignon Blanc 2016","35.0000","6"
"153119","Paradyskloof Grenaché Rosé 2016","39.0000","6"
